Gene	WT-1_FPKM	WT-2_FPKM	Toluene-1_FPKM	Toluene-2_FPKM
CAPN2	3.33	0.0	0.0	0.0
CAPN5	1.9866666666666666	0.0	0.0	0.0
CAPN8	1.27	0.0	0.0	0.0
CAPZB	1.07	0.0	0.05	0.0
CARD16	1.68	0.0	0.0	0.0
CARS2	2.745	0.0	0.0	0.0
CAS	5.235	5.895	5.25	8.79
CASC3	1.22	0.0	0.0	0.0
CASP1	1.94	0.0	0.0	0.0
CAT	73.35	74.235	35.56	50.22
CBF1	6.59	7.55	0.8250000000000001	1.025
CBL04	3.42	4.5	3.46	4.7
CBL06	6.09	5.54	5.35	9.49
CBLC	3.99	0.0	0.0	0.0
CBWD5	3.07	0.0	0.0	0.0
CBX3	2.755	0.0	0.0	0.0
CBX5	1.77	0.0	0.0	0.0
CC2D1A	1.5533333333333335	0.0	0.0	0.0
CC2D1B	2.14	0.0	0.0	0.0
CCAR2	0.0	0.0	0.0	0.0
CCDC115	1.39	0.0	0.0	0.0
CCDC12	0.66	0.0	0.0	0.0
CCDC124	2.13	0.0	0.0	0.0
CCDC137	5.71	0.0	0.0	0.0
CCDC14	4.63	0.0	0.0	0.0
CCDC159	3.46	0.0	0.0	0.0
CCDC24	4.14	0.0	0.0	0.0
CCDC47	0.66	0.59	0.0	0.0
CCDC61	3.85	0.0	0.0	0.0
CCDC88C	2.56	0.0	0.0	0.0
CCDs	225.11	257.79	154.8	269.61
CCH	4.9	4.32	17.76	16.27
CCHCR1	0.85	0.25	0.0	0.0
CCL11	5.44	0.0	0.0	0.0
CCL15	2.1	0.0	0.0	0.0
CCL2	2.56	0.0	0.0	0.0
CCL21	1.31	0.0	0.0	0.0
CCL4L1	1.04	0.0	0.0	0.0
CCND1	1.945	0.0	0.0	0.0
CCND2	0.91	0.0	0.0	0.0
CCNI	3.51	0.0	0.0	0.0
CCNL2	1.2333333333333334	0.0	0.0	0.0
CCNT1	4.09	0.0	0.0	0.0
CCR	19.555	20.27	22.17	32.185
CCRL2	2.44	0.0	0.0	0.0
CCS	13.906666666666666	13.573333333333332	13.326666666666666	19.466666666666665
CCT4	1.7	0.0	0.0	0.0
CCT8	0.97	0.0	0.0	0.0
CD151	3.41	0.48	0.0	0.0
CD163L1	1.2	0.0	0.0	0.0
CD164	0.96	0.0	0.0	0.3
CD177	1.41	0.0	0.0	0.0
CD24	3.825	0.0	0.02	0.0
CD320	1.36	0.0	0.0	0.0
CD44	1.04	0.0	0.175	0.0
CD47	0.48	0.0	0.0	0.3
CD55	1.85	0.0	0.0	0.0
CD59	1.8566666666666665	0.0	0.0	0.0
CD63	6.97	0.03	0.19	0.07
CD73	2.02	0.0	0.0	0.0
CD74	1.92	0.61	0.035	0.0
CD79A	1.88	0.0	0.0	0.0
CD81	2.14	0.0	0.0	0.0
CD9	1.06	0.0	0.0	0.23
CD99	1.38	0.03	0.0	0.0
CDC25B	1.34	0.0	0.0	0.0
CDC2L2	1.14	0.0	0.0	0.0
CDC34	1.03	0.0	0.0	0.0
CDC37	1.525	0.07	0.03	0.0
CDC40	2.225	0.0	0.0	0.0
CDC42	4.09	0.0	0.0	0.0
CDC42BPB	2.17	0.0	0.0	0.0
CDC42EP1	1.46	0.0	0.0	0.0
CDC42EP5	2.71	0.0	0.0	0.0
CDC42SE1	2.03	0.0	0.0	0.0
CDC42SE2	0.93	0.0	0.0	0.0
CDC48	12.44	12.396666666666667	7.419999999999999	12.296666666666667
CDH1	1.65	0.0	0.0	0.0
CDH17	2.91	0.0	0.0	0.0
CDH23	1.53	0.41	0.0	0.0
CDHR1	1.68	0.0	0.0	0.0
CDHR5	1.83	0.0	0.0	0.0
CDK10	2.725	0.0	0.0	0.0
CDK11A	3.32	0.0	0.0	0.0
CDK11B	0.73	0.0	0.0	0.0
CDK16	1.1	0.0	0.0	0.0
CDK19	2.68	0.0	0.0	0.0
CDK2AP2	1.595	0.0	0.0	0.0
CDK4	2.43	0.0	0.0	0.0
CDK5RAP3	1.56	0.0	0.0	0.0
CDK6	1.33	0.0	0.0	0.0
CDK7	3.3233333333333337	2.8066666666666666	1.5366666666666668	2.856666666666667
CDKN1A	1.875	0.05	0.075	0.0
CDKN2B	0.97	0.0	0.0	0.0
CDPK16	12.22	12.68	5.26	8.81
CDPK2	7.105	7.765000000000001	3.885	7.465
CDPK26	18.77	19.52	10.88	17.0
CDPK28	24.86	22.67	4.83	8.35
CDPK29	2.48	2.3	0.63	1.08
CDPK3	6.015	6.279999999999999	4.6049999999999995	6.664999999999999
CDPK32	19.74	22.48	11.32	20.61
CDPK4	24.26	24.38	1.98	4.99
CDPK8	17.990000000000002	19.21	9.285	16.59
CDPK9	34.71	35.36	22.92	34.38
CDT1	1.08	0.0	0.0	0.0
CDV3	1.3	0.0	0.0	0.0
CDX1	1.5833333333333333	0.0	0.016666666666666666	0.54
CDX2	1.52	0.0	0.0	0.0
CEACAM1	1.79	0.0	0.09	0.0
CEACAM5	1.5066666666666666	0.03333333333333333	0.0	0.34
CEACAM6	2.27	0.0	0.03	0.0
CEACAM7	1.28	0.07	0.0	0.0
CECR1	1.96	0.0	0.0	0.0
CENPT	1.885	0.0	0.0	0.0
CENPX	1.02	0.0	0.0	0.05
CEP170B	1.595	0.0	0.0	0.0
CEP290	3.71	0.0	0.0	0.0
CEP95	2.61	0.0	0.0	0.0
CERK	2.21	0.0	0.0	0.0
CERS2	2.855	0.0	0.0	0.0
CES2	2.04	0.014000000000000002	0.156	0.0
CES3	1.18	0.0	0.0	0.0
CESA4	1.48	1.61	0.3	1.07
CFD	1.54	0.0	0.0	0.0
CFDP1	2.79	0.0	0.0	0.0
CFI	1.85	0.0	0.0	0.0
CFTR	0.95	0.0	0.0	0.0
CHCHD1	2.49	0.0	0.0	0.0
CHCHD10	8.96	0.0	0.0	0.0
CHCHD5	2.2	0.0	0.0	0.0
CHD1L	1.05	0.0	0.0	0.0
CHD3	0.48	0.0	0.0	0.0
CHD4	1.74	0.0	0.0	0.0
CHI1	0.07	0.0	21.78	38.47
CHI3L1	0.0	1.28	0.12	0.0
CHIT1	54.02	61.07	56.01	90.99
CHId	0.3	0.05	0.05	0.06
CHKB	2.56	0.0	0.0	0.0
CHMP1A	1.06	0.0	0.0	0.0
CHMP2A	3.03	0.0	0.0	0.0
CHMP4B	2.4566666666666666	0.0	0.0	0.0
CHP1	1.315	0.0	0.0	0.0
CHP2	0.85	0.0	0.0	0.0
CHPF	2.73	0.0	0.0	0.0
CHPF2	1.2	0.27	0.0	0.0
CHS	76.9	74.03	61.17	98.93
CHS3	0.0	0.0	0.0	0.0
CHTOP	0.79	0.0	0.0	0.19
CIAO1	1.81	0.0	0.0	0.0
CIB1	3.25	0.0	0.0	0.12
CIB2	2.85	0.0	0.0	0.0
CIC	2.75	0.0	0.0	0.0
CINP	0.64	0.0	0.0	0.0
CIP1	82.17	87.56	36.67	51.56
CIPK	10.933333333333335	11.933333333333332	9.223333333333334	16.083333333333332
CIPK04	8.16	10.16	12.42	18.94
CIPK17	7.76	7.95	6.63	9.61
CIPK19	12.2	13.07	8.35	11.71
CIRBP	2.14	0.0	0.0	0.0
CISD1	1.12	0.0	0.0	0.0
CISD3	2.08	0.0	0.0	0.0
CKAP4	1.75	0.0	0.0	0.0
CKD1	0.44499999999999995	0.725	1.095	1.47
CKM	0.5533333333333333	0.5566666666666666	0.2833333333333333	0.18000000000000002
CKMT1B	1.5	0.0	0.0	0.0
CKX4	0.09	0.47	0.0	0.17
CLCA1	2.04	0.14	0.03	0.06
CLCA4	3.02	0.0	0.0	0.0
CLCN2	0.69	0.0	0.0	0.0
CLDN3	3.36	0.0	0.0	0.0
CLDN4	3.05	0.0	0.13	0.06
CLDN7	3.18	0.09	0.04	0.02
CLE	1.39	1.61	1.04	1.76
CLEC11A	1.07	0.0	0.22	0.0
CLG4A	5.77	0.0	0.0	0.0
CLK2	1.67	0.0	0.0	0.0
CLN3	1.2	0.0	0.0	0.0
CLN6	1.38	0.0	0.0	0.11
CLPTM1L	0.85	0.0	0.18	0.0
CLTA	1.69	0.0	0.04	0.04
CLTB	3.27	0.07	0.0	0.0
CLTC	0.895	0.0	0.0	0.0
CLU	1.29	0.32	0.0	0.05
CLUH	2.05	0.0	0.0	0.0
CLYBL	1.98	0.0	0.0	0.0
CMC2	0.88	0.0	0.0	0.0
CMPK1	2.44	0.0	0.0	0.0
CMT3	0.54	0.52	0.64	0.76
CMTM4	1.92	0.0	0.0	0.0
CNBE0520	0.0	0.0	0.0	1.08
CNBK1580	0.51	0.25	0.1	0.22
CNBP	0.895	0.48	0.16	0.0
CNDP2	0.9	0.0	0.0	0.0
CNN1	1.81	0.0	0.0	0.0
CNN3	1.93	0.0	0.0	0.0
CNOT1	1.11	0.0	0.0	0.0
CNOT10	0.89	0.0	0.0	0.0
CNOT11	5.0	0.0	0.0	0.0
CNOT6L	2.55	0.0	0.0	0.0
CNOT9	2.22	0.0	0.0	0.0
CNP	0.7	1.89	0.0	0.0
CNPPD1	0.62	0.0	0.0	0.46
CNPY2	1.2266666666666666	0.0	0.0	0.0
CNPY3	0.53	0.0	0.0	0.0
COA3	1.13	0.0	0.0	0.0
COA4	0.49	0.0	0.0	0.0
COASY	1.48	0.0	0.0	0.0
COG2	2.31	0.0	0.0	0.0
COI	0.202	0.132	0.508	0.45
COI1	16.33	16.2	9.74	16.38
COI1b	33.4	32.95	25.33	44.06
COII	0.0	0.0	1.06	0.6
COL16A1	1.07	0.0	0.0	0.0
COL17A1	1.0150000000000001	0.0	0.0	0.04
COL1A1	1.16	0.0	0.19	0.0
COL1A2	1.0	0.0	0.0	0.0
COL3A1	3.2533333333333334	0.0	0.05666666666666667	0.0
COL4A1	1.45	0.0	0.0	0.0
COL5A2	2.03	0.0	0.0	0.0
COL6A1	0.9500000000000001	0.04	0.0	0.0
COL6A2	1.665	0.0	0.0	0.015
COL6A3	1.92	0.0	0.0	0.0
COL7A1	1.885	0.0	0.0	0.0
COL9A2	2.01	0.0	0.0	0.0
COMMD4	1.32	0.0	0.0	0.0
COMMD5	1.75	0.0	0.0	0.0
COMMD6	2.33	0.0	0.0	0.0
COMMD7	0.67	0.0	0.16	0.09
COMMD9	1.74	0.0	0.0	0.0
COMT	1.36	0.0	0.0	0.0
COMTD1	1.05	0.0	0.0	0.0
COPA	0.0	0.0	0.0	0.0
COPB2	0.98	0.0	0.0	0.0
COPS3	2.49	0.0	0.0	0.0
COPS6	1.03	0.0	0.0	0.0
COPZ1	1.7	0.0	0.0	0.0
COQ4	2.47	0.0	0.0	0.0
COQ9	1.24	0.0	0.0	0.0
CORO1A	4.1450000000000005	0.0	0.0	0.0
CORO1B	0.75	0.0	0.0	0.0
CORO7	1.43	0.0	0.0	0.0
COX14	1.98	0.0	0.0	0.0
COX20	1.05	0.0	0.0	0.0
COX5A	4.53	0.0	0.0	0.0
COX5B	10.15	0.0	0.29	0.0
COX6A1	8.93	0.0	0.0	0.08
COX6C	6.17	0.0	0.0	0.0
COX7B	5.17	0.0	0.0	0.0
COX8A	6.78	0.0	0.0	0.0
CPA3	1.6	0.0	0.0	0.0
CPB	0.0	0.0	0.51	0.0
CPNE2	0.49	0.0	0.82	0.0
CPR	14.485	14.82	11.13	21.93
CPSF1	1.47	0.0	0.0	0.0
CPSF3	1.34	0.0	0.0	0.0
CPSF3L	1.06	0.0	0.0	0.0
CPSF4	3.63	0.0	0.0	0.0
CPT1C	1.02	0.0	0.0	0.0
CPTP	0.52	0.0	0.0	0.0
CPVL	1.93	0.0	0.0	0.0
CRACR2B	1.04	0.0	0.0	0.0
CREB3L1	4.26	0.0	0.0	0.0
CREBBP	3.4	0.0	0.0	0.0
CRELD2	2.03	0.0	0.0	0.0
CRP	2.965	0.0	0.0	0.0
CRP1	159.71	169.56	166.41	201.6
CRTC1	3.38	0.0	0.0	0.0
CRY2	2.72	0.0	0.0	0.0
CRYAB	0.6	0.36	0.0	0.0
CRYGS	0.78	0.0	0.16	0.0
CRYZL2P	2.19	0.0	0.0	0.0
CS1	15.48	15.74	15.63	21.67
CSD1a	236.47	267.71	327.43	379.9
CSD1b	114.5	112.25	111.95	140.06
CSDE1	4.42	0.0	0.0	0.0
CSE1L	0.86	0.0	0.0	0.0
CSK	0.31	0.0	0.0	0.0
CSNK1A1	0.84	0.0	0.0	0.26
CSNK1D	2.17	0.0	0.0	0.0
CSNK1G2	1.4	0.0	0.0	0.0
CSRP1	1.09	0.0	0.0	0.0
CST3	7.83	0.28	0.03	0.0
CSTB	1.73	0.44	0.0	0.23
CTBP1	1.0350000000000001	0.0	0.0	0.0
CTDNEP1	1.21	0.0	0.0	0.0
CTDSP1	1.29	0.0	0.0	0.0
CTDSP2	0.66	0.0	0.0	0.0
CTDSPL	1.97	0.0	0.0	0.0
CTGF	4.69	0.0	0.0	0.0
CTIF	1.7	0.0	0.0	0.0
CTNNA1	1.58	0.0	0.0	0.0
CTNNB1	4.44	0.0	0.0	0.0
CTNNBL1	1.15	0.0	0.0	0.0
CTR2	4.81	5.21	2.75	4.93
CTR3	0.75	0.43	0.38	0.87
CTSA	2.73	0.04	0.0	0.0
CTSC	0.865	0.0	0.0	0.0
CTSD	2.27	0.0	0.0	0.0
CTSH	0.43	0.77	0.0	0.0
CTSL	1.63	0.0	0.0	0.0
CTSS	1.375	0.0	0.045	0.0
CTSZ	1.9033333333333333	0.0	0.0	0.03333333333333333
CTTN	2.11	0.0	0.0	0.0
CUEDC2	1.08	0.0	0.0	0.0
CUL9	1.85	0.0	0.0	0.0
CUNH1orf21	2.21	0.0	0.0	0.0
CUTA	3.93	0.0	0.0	0.0
CUX1	0.89	0.0	0.0	0.0
CWF19L2	3.08	0.0	0.0	0.0
CXADR	1.89	0.0	0.0	0.0
CXCL1	1.6	0.57	0.0	0.0
CXCL14	1.71	0.0	0.0	0.0
CXCL16	0.93	0.0	0.0	0.0
CXE4	6.93	7.52	9.82	12.43
CXE9	9.36	11.1	3.21	8.1
CYB561	5.66	0.0	0.0	0.0
CYB561A3	0.87	0.0	0.0	0.41000000000000003
CYB5B	0.82	0.0	0.0	0.0
CYB5R3	4.09	0.0	0.0	0.0
CYBA	5.63	0.0	0.13	0.0
CYC1	1.89	0.09	0.0	0.0
CYC2	0.65	0.39	0.73	0.0
CYCS	1.27	0.0	0.0	0.0
CYFIP2	1.66	0.0	0.0	0.0
CYHR1	1.41	0.0	0.0	0.0
CYP	57.69	61.65	41.37	53.24
CYP23	0.19	0.0	0.62	0.71
CYP2J2	1.48	0.0	0.0	0.0
CYP3	119.55	120.53	108.15	114.61
CYP3A5	3.49	0.0	0.0	0.0
CYP4F12	1.93	0.0	0.0	0.0
CYP4G68	0.0	0.0	0.59	0.09
CYP51A1	1.3	0.0	0.0	0.0
CYP6CX2	0.0	0.0	0.4	0.45
CYP6CX4	0.0	0.0	0.26	0.39
CYP6DW3	0.0	0.0	1.93	0.23
CYP6DZ6	0.0	0.0	0.0	1.245
CYP707A-1	19.09	20.81	1.14	2.3
CYP707A-4	1.07	1.0	1.22	2.92
CYSTM1	1.77	0.0	0.0	0.0
CaS	79.07	76.67	50.17	77.9
Calm1	0.0	0.0	0.34	0.0
Calr	0.43999999999999995	0.22999999999999998	0.05	0.03
Capns1	0.0	0.0	0.0	0.69
Cbr-pab-1	0.0	0.0	1.52	0.84
Ccni	0.0	0.0	1.43	0.0
Cd1d1	0.325	0.0	0.0	0.0
Cd82	0.0	0.0	0.0	0.0
Cdk4	0.0	0.0	0.0	1.24
Cdk5rap3	0.64	0.0	0.0	0.3
Cdo1	0.945	0.21	0.385	0.06
Cebpa	0.42333333333333334	0.43	0.03666666666666667	0.0
Cebpb	0.43999999999999995	0.0	0.12	0.0
Cep85	5.3	0.0	0.0	0.0
Cers2	0.45	0.0	0.75	1.26
Ces1c	1.0	0.25	0.4	0.14
Ces1d	0.4	0.0	0.0	0.75
Ces1f	0.3633333333333333	0.0	0.0	0.12
Ces2a	0.0	0.17	0.0	0.0
Ces2e	0.16	0.0	0.78	0.0
CesA1	0.93	0.84	0.78	1.23
CesA7	9.85	9.63	6.32	12.72
Cfb	0.352	0.10600000000000001	0.388	0.018
Cfh	0.18	0.22	0.0	0.0
Cfi	0.31	0.53	0.07	0.025
Chchd10	2.56	0.18	0.43	0.29
Chchd2	0.66	0.165	0.0	0.295
Chchd3	0.0	0.0	0.55	0.0
Chd3	0.0	0.0	0.0	0.43
Chdh	0.0	0.0	0.0	0.0
Chp1	0.0	0.0	1.61	0.6
Ciart	0.0	0.0	0.0	0.0
Cideb	0.75	0.17	0.0	0.0
Cisd3	0.89	0.0	0.0	0.0
Clmn	0.325	0.29	0.0	0.0
Clu	1.09	0.14	0.6	0.1
Cluh	1.12	0.0	0.23	0.0
Cmtm8	0.0	0.505	0.0	0.0
Coa6	0.0	0.0	1.7	0.0
Coasy	0.445	0.0	0.0	0.0
Col18a1	0.3983333333333334	0.05666666666666667	0.37166666666666665	0.05000000000000001
Col27a1	0.89	0.0	0.0	0.0
Col5a3	0.63	0.56	0.0	0.0
Comt	0.8	0.03	0.17	0.0
Copb2	0.53	0.24	0.0	0.0
Cops4	0.97	0.0	0.0	0.0
Cox2	7.92	2.15	2.55	1.35
Cox4i1	0.905	0.13	0.06	0.0
Cox5a	4.95	0.0	0.0	1.84
Cox6a1	2.39	0.29	0.27	0.21
Cp	0.63	0.15	0.265	0.045
Cpc1	0.0	0.0	0.4	0.0
Cpn2	0.86	0.0	0.08	0.0
Cps1	0.585	0.0425	0.22499999999999998	0.015
Cpt1a	0.09	0.08	1.065	0.0
Creb3l3	0.0	0.64	0.0	0.0
Crot	0.0	0.62	0.0	0.0
Crp	0.325	0.1	0.99	0.0
Cs	1.3	0.0	0.0	0.0
Csde1	0.0	1.62	0.0	0.0
Csf1r	1.31	0.0	1.1	0.0
Csnk2b	0.89	0.0	0.0	0.0
Cst3	0.99	0.0	0.47	0.0
Cth	0.7150000000000001	0.0	0.0	0.0
Ctnnb1	0.0	0.0	0.0	0.0
Ctnnd1	0.88	0.0	0.0	0.0
Ctsa	0.28	0.0	0.0	0.0
Ctsb	0.38000000000000006	0.09333333333333334	0.06333333333333334	0.05333333333333334
Ctsh	0.5549999999999999	0.0	0.24	0.11
Ctsl	1.3	0.0	0.22	0.0
Ctsz	0.0	0.0	0.74	0.0
Cxcl10	0.0	0.64	0.0	0.0
Cyb5r3	0.5433333333333333	0.06333333333333334	0.08	0.14666666666666667
Cyc1	1.4	0.0	0.0	0.0
CycA1	0.51	0.52	0.44	0.62
Cyp1a2	0.755	0.135	0.33999999999999997	0.03
Cyp27a1	0.6233333333333334	0.7699999999999999	0.07666666666666667	0.0
Cyp2c23	0.0	0.0	1.37	0.0
Cyp2c29	0.495	0.095	0.37	0.155
Cyp2c44	0.875	0.095	0.39	0.0
Cyp2c50	0.25	0.0	0.07	0.0
Cyp2c54	0.0	0.0	0.96	0.0
Cyp2c67	0.37	0.0	0.0	0.0
Cyp2d13	0.285	0.0	0.0	0.0
Cyp2d22	0.37	0.54	0.35	0.0
Cyp2d26	0.19666666666666666	0.02666666666666667	0.043333333333333335	0.5599999999999999
Cyp2e1	2.65	0.52	0.98	0.57
Cyp2f2	0.98	0.155	0.155	0.035
Cyp2j5	0.3	0.0	0.25	0.045
Cyp3a11	1.28	1.53	0.0	0.0
Cyp4a12a	0.0	0.0	0.42	0.0
Cyp4a14	1.19	0.0	0.0	0.0
Cyp4a32	0.45	0.0	0.09	0.0
Cyp4f14	0.29	0.0	0.0	0.54
Cyp7a1	0.64	0.0	0.0	0.0
D-aspartate	0.515	0.315	0.0	0.0
D030055H07Rik	0.0	0.76	0.0	0.0
D2HGDH	3.17	0.0	0.0	0.0
DAB2	4.22	0.0	0.0	0.0
DAD1	3.205	0.19	0.0	0.0
DAG1	1.935	0.0	0.0	0.0
DAP3	1.3	0.23	0.0	0.0
DAZAP1	1.48	0.0	0.11	0.0
DAZAP2	1.53	0.0	0.0	0.0
DBI	4.91	0.08	0.0	0.0
DBNDD2	2.66	0.0	0.0	0.0
DBNL	0.86	0.0	0.0	0.0
DCAF5	3.32	0.0	0.0	0.0
DCAF6	0.0	0.0	0.0	0.0
DCHS1	2.32	0.0	0.0	0.0
DCN	2.01	0.0	0.0	0.0
DCTN1	1.72	0.0	0.0	0.0
DCTN3	0.83	0.0	0.0	0.0
DCTN4	1.69	0.0	0.0	0.0
DCTPP1	0.54	4.39	0.0	0.0
DCXR	3.19	0.0	0.0	0.0
DDAH1	1.05	0.0	0.0	0.0
DDC	0.89	0.0	0.0	0.0
DDIT4	1.89	0.0	0.0	0.0
DDOST	0.0	0.73	0.0	0.0
DDR1	1.15	0.13	0.0	0.0
DDX1	0.99	0.0	0.0	0.0
DDX17	1.57	0.0	0.0	0.0
DDX27	0.23	0.4	0.0	0.0
DDX3X	0.71	0.0	0.0	0.0
DDX41	1.07	0.0	0.0	0.0
DDX42	0.79	0.0	0.0	0.0
DDX49	3.13	0.0	0.0	0.0
DDX5	1.89	0.0	0.0	0.0
DECR1	0.55	0.0	0.0	0.0
DECR2	1.12	0.0	0.0	0.0
DEF	0.0	0.415	0.275	0.365
DEGS2	1.09	0.0	0.0	0.0
DELLA1	4.81	3.86	5.09	6.35
DEMETER	0.52	0.54	0.08	0.35
DENND1C	3.13	0.0	0.0	0.0
DENR	1.2	0.0	0.0	0.0
DERL2	2.08	0.0	0.0	0.0
DES	1.9300000000000002	0.0	0.0	0.0
DESI1	3.34	0.0	0.0	0.0
DEXI	1.45	0.0	0.0	0.0
DFNA5	1.89	0.0	0.0	0.0
DFR	1.84	1.97	2.08	3.2
DGAT1	1.275	0.0	0.0	0.0
DGAT2	15.74	16.45	15.35	24.83
DGCR2	1.1	0.25	0.0	0.0
DGIC	3.01	0.1	0.0	0.0
DGKA	1.77	0.0	0.0	0.0
DGKD	1.82	0.0	0.0	0.0
DGKQ	1.58	0.0	0.0	0.0
DHAR	252.75	291.92	233.38	314.46
DHAR2	58.23	57.34	38.62	51.65
DHEA	0.265	0.34	0.0	0.21
DHPS	0.67	0.0	0.0	0.0
DHRS11	1.37	0.0	0.0	0.0
DHRS3	0.95	0.0	0.0	0.0
DHRS4L2	1.67	0.0	0.0	0.0
DHRS7	2.56	0.0	0.0	0.0
DHX16	1.2	0.0	0.0	0.0
DHX37	2.72	0.0	0.0	0.0
DHX38	1.02	0.0	0.0	0.0
DL	14.18	17.68	13.33	15.43
DLD	1.53	0.0	0.0	0.0
DMAP1	2.13	0.0	0.0	0.0
DME2	1.71	1.71	1.07	1.78
DMXL1	1.18	0.0	0.0	0.0
DNA	1.0050000000000001	0.0	0.0	0.0
DNAH1	0.55	0.0	0.0	0.0
DNASE1L1	6.41	0.0	0.0	0.0
DNLZ	1.85	0.0	0.0	0.0
DNM2	3.56	0.0	0.0	0.0
DNPEP	1.86	0.0	0.0	0.0
DOK4	1.85	0.0	3.1	0.0
DPM2	2.34	0.0	0.0	0.0
DPP9	2.18	0.0	0.0	0.0
DPT	1.12	0.0	0.0	0.0
DPYS	23.85	24.55	22.07	41.34
DPYSL3	1.14	0.17	0.0	0.0
DRAP1	1.11	0.0	0.0	0.0
DREB	9.76	10.0	1.42	1.44
DREB4	12.49	11.17	0.98	2.25
DRT112	0.2	0.17	0.16	0.37
DS34	0.0	0.17	0.08	0.09
DSC2	2.84	0.0	0.0	0.0
DSP	1.38	0.0	0.0	0.0
DSTN	1.46	0.0	0.0	0.05
DTD1	0.88	0.0	0.0	0.0
DTX4	2.205	0.0	0.0	0.0
DUF863	0.0	0.0	1.21	0.0
DUSP22	1.25	0.0	0.0	0.0
DUSP23	1.3	0.0	0.0	0.0
DUSP3	1.36	0.0	0.0	0.0
DUT	2.63	0.0	0.0	0.0
DVL1	1.64	0.0	0.0	0.0
DYNC1H1	0.8733333333333334	0.0	0.0	0.0
DYNC1LI2	2.45	0.0	0.0	0.0
DYNLL1	3.01	0.0	0.0	0.16
DYNLL2	2.92	0.0	0.0	0.0
DYNLRB1	2.85	0.0	0.0	0.0
DYNLT1	1.24	0.0	0.0	0.0
DYRK2	0.8	0.0	0.0	0.0
Dap	0.13	0.0	0.11	0.0
Dazap2	1.57	0.0	0.0	0.0
Dbi	1.67	1.07	0.58	0.0
Dbp	0.38	0.5	0.16	0.0
Dctn2	0.26	0.0	0.22	0.0
Ddost	0.34	0.0	0.42	0.0
Ddt	0.61	0.68	0.77	0.0
Decr1	0.0	0.0	1.19	0.0
Def	0.0	0.0	0.3	1.5550000000000002
Dgat2	0.8600000000000001	0.0	0.0	0.065
Dhcr24	0.8383333333333333	0.06666666666666667	0.0	0.0
Dhcr7	0.51	0.0	0.08	0.0
Dhrs3	0.0	0.0	0.36	0.0
Dictyostelium	2.465	0.0	0.0	0.0
Dio1	2.23	0.0	0.0	0.0
Dlst	0.83	0.0	0.0	0.0
Dmgdh	1.08	0.0	0.0	0.0
Dof2	0.91	2.23	0.48	2.5
Dpf2	1.68	0.0	0.0	0.0
Dpyd	0.585	0.275	0.235	0.0
Dpys	0.525	0.0	1.155	0.0
Drosophila	1.537	0.0	0.05	0.0
Dsg2	0.73	0.0	0.0	0.0
E2F4	5.0	0.0	0.0	0.0
E2IG5	4.03	0.0	0.0	0.0
EAR	14.275	14.935	11.79	16.295
EBP	2.14	0.0	0.0	0.0
EBPL	0.75	0.0	0.0	0.0
ECA	4.08	4.89	0.68	3.47
ECE1	1.2200000000000002	0.0	0.0	0.0
ECH1	4.5	0.0	0.0	0.0
ECHDC2	2.07	0.0	0.0	0.0
ECI2	1.18	0.0	0.0	0.0
ECM1	1.13	0.0	0.0	0.0
EDC4	0.81	0.0	0.0	0.0
EDF1	4.505	0.0	0.0	0.0
EDN3	1.35	0.0	0.0	0.0
EEF1A1	0.0	0.0	0.0	3.76
EEF1A2	0.0	0.85	1.59	0.0
EEF1B2	4.27	0.0	0.0	0.05
EEF1D	3.27	0.06	0.06	0.03
EEFSEC	1.02	0.0	0.0	0.0
EF-1a	0.006666666666666667	0.2866666666666667	0.8583333333333334	2.81
EF1A	0.19333333333333333	0.0	0.0	0.0
EF2	0.88	0.05	0.54	0.11
EFHD2	0.9899999999999999	0.0	0.0	0.0
EFL	0.0	0.0	0.0	0.0
EFNA2	0.99	0.0	0.0	0.31
EFNA4	0.38	0.0	0.0	0.0
EFNB1	1.14	0.0	0.0	0.0
EGR1	1.54	0.0	0.0	0.0
EHBP1L1	2.41	0.0	0.0	0.0
EHD2	4.63	0.0	0.0	0.0
EI24	1.77	0.0	0.0	0.0
EIF2B3	0.63	0.0	0.0	0.0
EIF2B5	1.92	0.0	0.0	0.0
EIF2S2	0.48	0.0	0.04	0.0
EIF2S3	0.0	0.495	0.435	0.0
EIF3B	1.86	0.0	0.0	0.0
EIF3CL	3.6	0.25	0.0	0.16
EIF3G	2.01	0.0	0.0	0.0
EIF3H	1.55	0.0	0.0	0.0
EIF3I	1.42	0.21	0.0	0.0
EIF3K	3.58	0.0	0.0	0.0
EIF3L	2.38	0.27	0.0	0.0
EIF3M	2.58	0.0	0.0	0.0
EIF4A2	1.245	0.0	0.0	0.0
EIF4B	1.31	0.0	0.0	0.0
EIF4E2	1.67	0.0	0.0	0.0
EIF4G1	3.3449999999999998	0.0	0.0	0.0
EIF4G2	1.8166666666666667	0.19999999999999998	0.08333333333333333	0.0
EIF5	0.87	0.0	0.0	0.0
EIF5A	2.526666666666667	0.016666666666666666	0.17666666666666667	0.0
EIL1	69.44	71.92	37.65	66.32
EIL2	33.63	33.81	16.72	43.11
EIL4	2.04	1.42	0.4	1.11
EKS	0.27	0.38	1.26	0.52
ELF3	2.675	0.0	0.0	0.0
ELMO3	1.27	0.0	0.0	0.0
ELOB	6.04	0.0	0.0	0.0
ELOVL1	2.32	0.0	0.0	0.0
